Reading: 444252 lbs
Reading: 444254 lbs
Reading: 444255 lbs
Reading: 444256 lbs
Reading: 444256 lbs
Reading: 444257 lbs
Reading: 444257 lbs
Reading: 444258 lbs
Reading: 444259 lbs
Reading: 444260 lbs
Reading: 444261 lbs
Reading: 444261 lbs
Reading: 444261 lbs
Reading: 444262 lbs
Reading: 444263 lbs
Reading: 444265 lbs
Reading: 444265 lbs
Reading: 444266 lbs
Reading: 444266 lbs
Reading: 444267 lbs
Reading: 444268 lbs
Reading: 444269 lbs
Reading: 444270 lbs
Reading: 444271 lbs
Reading: 444273 lbs
Reading: 444275 lbs
Reading: 444275 lbs
Reading: 444277 lbs
Reading: 444278 lbs
Reading: 444279 lbs
Reading: 444279 lbs
Reading: 444279 lbs
Reading: 444279 lbs
Reading: 444280 lbs
Reading: 444282 lbs
