Reading: 78 lbs
Reading: 80 lbs
Reading: 81 lbs
Reading: 83 lbs
Reading: 84 lbs
Reading: 85 lbs
Reading: 86 lbs
Reading: 86 lbs
Reading: 87 lbs
Reading: 87 lbs
Reading: 87 lbs
Reading: 89 lbs
Reading: 90 lbs
Reading: 91 lbs
Reading: 92 lbs
Reading: 94 lbs
Reading: 94 lbs
Reading: 94 lbs
Reading: 96 lbs
Reading: 97 lbs
Reading: 98 lbs
Reading: 101 lbs
Reading: 102 lbs
Reading: 102 lbs
Reading: 103 lbs
Reading: 104 lbs
Reading: 106 lbs
Reading: 106 lbs
Reading: 106 lbs
Reading: 107 lbs
Reading: 109 lbs
Reading: 109 lbs
Reading: 109 lbs
Reading: 109 lbs
Reading: 109 lbs
Reading: 111 lbs
Reading: 111 lbs
