Reading: 390838 lbs
Reading: 390840 lbs
Reading: 390842 lbs
Reading: 390844 lbs
Reading: 390844 lbs
Reading: 390844 lbs
Reading: 390845 lbs
Reading: 390845 lbs
Reading: 390845 lbs
Reading: 390846 lbs
Reading: 390848 lbs
Reading: 390849 lbs
Reading: 390851 lbs
Reading: 390851 lbs
Reading: 390851 lbs
Reading: 390852 lbs
Reading: 390852 lbs
Reading: 390853 lbs
Reading: 390855 lbs
Reading: 390855 lbs
Reading: 390855 lbs
Reading: 390856 lbs
Reading: 390856 lbs
Reading: 390856 lbs
Reading: 390859 lbs
Reading: 390859 lbs
Reading: 390859 lbs
Reading: 390864 lbs
Reading: 390865 lbs
Reading: 390865 lbs
Reading: 390868 lbs
Reading: 390868 lbs
Reading: 390869 lbs
Reading: 390871 lbs
Reading: 390871 lbs
Reading: 390876 lbs
Reading: 390877 lbs
Reading: 390877 lbs
