10110,33.80
12133,33.80
14155,33.80
16180,33.80
18202,33.30
20225,33.30
22247,33.30
24269,33.30
26292,33.30
28315,33.30
30340,33.30
32363,33.30
-31151,33.30
-29128,33.30
-27106,33.30
-25083,33.30
-23060,33.30
-21036,33.30
-19013,33.30
-16991,33.30
28315,33.30
30340,33.30
32363,33.30
-31151,33.30
-29128,33.30
-27106,33.30
-25083,33.30
-23060,33.30
-21036,33.30
-19013,33.30
-16991,33.30
-14968,33.30
-12945,33.30
-10920,33.30
-8898,33.30
-6876,33.30
-4853,33.30
-2830,33.30
-806,33.30
1216,33.30
3238,33.30
5261,33.30
7285,33.60
9308,33.80
11330,33.80
13352,33.80
15375,33.80
17399,33.80
19422,33.80
21444,33.80
23467,33.80
25490,33.80
27514,33.80
29537,33.80
31559,33.80
-31954,33.80
-29931,33.90
-27909,34.20
-25886,34.20
-23864,34.20
-21839,34.20
-19817,34.20
-17795,34.20
-15772,34.20
-13749,34.20
-11724,34.20
-9702,34.20
-7679,34.20
-5657,34.20
-3635,34.20
-1610,34.20
413,34.20
2436,34.20
4458,34.60
6480,34.70
8505,34.70
10527,34.70
12550,34.70
14574,34.70
16596,34.70
18619,34.70
20641,34.70
22666,34.70
24688,34.70
26711,34.70
28733,34.70
30757,34.70
-32756,34.70
-30734,34.70
-28711,34.70
-26687,34.70
-24665,34.70
-22642,34.70
-20620,34.70
-18595,34.70
-16573,34.70
-14551,35.10
-12528,35.20
-10504,35.20
-8481,35.20
-6459,35.20
-4434,35.20
-2412,35.20
-390,35.20
1633,35.20
3657,35.20
5680,35.20
7702,35.20
9724,35.20
11749,35.20
13771,35.20
15794,35.20
17816,35.20
19841,35.20
21863,35.20
23885,35.20
25910,35.20
27932,35.20
29955,35.20
31977,35.20
-31535,35.20
-29512,35.20
-27490,35.20
